Region_of_Origin,District_of_Origin,County_of_Origin,Region_of_Public_Transportation,District_of_Public_Transportation,County_of_Public_Transportation,Dicofre_ParishCode_of_Public_Transportation,Demand_weight
R1 - AM Lisboa,Setúbal,Montijo,R1 - AM Lisboa,SETÚBAL,ALMADA,150312,0.000006
R1 - AM Lisboa,Setúbal,Montijo,R1 - AM Lisboa,SETÚBAL,ALMADA,150315,0.000006
R1 - AM Lisboa,Setúbal,Montijo,R1 - AM Lisboa,SETÚBAL,ALMADA,150314,0.000006
R1 - AM Lisboa,Setúbal,Montijo,R1 - AM Lisboa,SETÚBAL,SEIXAL,151005,0.000006
R1 - AM Lisboa,Setúbal,Montijo,R1 - AM Lisboa,LISBOA,AMADORA,111514,0.000004
R1 - AM Lisboa,Setúbal,Montijo,R2 - AM Porto,PORTO,PORTO,131210,0.000001
R1 - AM Lisboa,Setúbal,Palmela,R1 - AM Lisboa,LISBOA,LISBOA,110639,0.188608
R1 - AM Lisboa,Setúbal,Palmela,R1 - AM Lisboa,LISBOA,LISBOA,110654,0.171416
R1 - AM Lisboa,Setúbal,Palmela,R1 - AM Lisboa,LISBOA,LISBOA,110618,0.092639
R1 - AM Lisboa,Setúbal,Palmela,R1 - AM Lisboa,LISBOA,LISBOA,110666,0.061154
R1 - AM Lisboa,Setúbal,Palmela,R1 - AM Lisboa,LISBOA,LISBOA,110633,0.059992
R1 - AM Lisboa,Setúbal,Palmela,R1 - AM Lisboa,LISBOA,LISBOA,110610,0.055155
R1 - AM Lisboa,Setúbal,Palmela,R1 - AM Lisboa,LISBOA,LISBOA,110665,0.05463
R1 - AM Lisboa,Setúbal,Palmela,R1 - AM Lisboa,LISBOA,LISBOA,110602,0.050648
R1 - AM Lisboa,Setúbal,Palmela,R1 - AM Lisboa,LISBOA,LISBOA,110661,0.04761
R1 - AM Lisboa,Setúbal,Palmela,R1 - AM Lisboa,LISBOA,LISBOA,110658,0.038098
R1 - AM Lisboa,Setúbal,Palmela,R1 - AM Lisboa,LISBOA,LISBOA,110660,0.035675
R1 - AM Lisboa,Setúbal,Palmela,R1 - AM Lisboa,LISBOA,LISBOA,110655,0.029183
R1 - AM Lisboa,Setúbal,Palmela,R1 - AM Lisboa,LISBOA,LISBOA,110659,0.022496
R1 - AM Lisboa,Setúbal,Palmela,R1 - AM Lisboa,LISBOA,LISBOA,110656,0.017501
R1 - AM Lisboa,Setúbal,Palmela,R1 - AM Lisboa,LISBOA,LISBOA,110611,0.014149
R1 - AM Lisboa,Setúbal,Palmela,R1 - AM Lisboa,LISBOA,LISBOA,110657,0.014081
R1 - AM Lisboa,Setúbal,Palmela,R1 - AM Lisboa,LISBOA,LISBOA,110608,0.012468
R1 - AM Lisboa,Setúbal,Palmela,R1 - AM Lisboa,LISBOA,LISBOA,110662,0.007506
R1 - AM Lisboa,Setúbal,Palmela,R1 - AM Lisboa,LISBOA,LOURES,110726,0.005786
R1 - AM Lisboa,Setúbal,Palmela,R1 - AM Lisboa,LISBOA,LISBOA,110621,0.004661
R1 - AM Lisboa,Setúbal,Palmela,R1 - AM Lisboa,LISBOA,LISBOA,110601,0.004351
R1 - AM Lisboa,Setúbal,Palmela,R1 - AM Lisboa,LISBOA,LISBOA,110663,0.00294
R1 - AM Lisboa,Setúbal,Palmela,R1 - AM Lisboa,LISBOA,OEIRAS,111012,0.001958
R1 - AM Lisboa,Setúbal,Palmela,R1 - AM Lisboa,LISBOA,LISBOA,110667,0.001838
R1 - AM Lisboa,Setúbal,Palmela,R1 - AM Lisboa,LISBOA,LOURES,110727,0.001508
R1 - AM Lisboa,Setúbal,Palmela,R1 - AM Lisboa,LISBOA,LISBOA,110664,0.000804
R1 - AM Lisboa,Setúbal,Palmela,R1 - AM Lisboa,LISBOA,ODIVELAS,111608,0.00075
R1 - AM Lisboa,Setúbal,Palmela,R1 - AM Lisboa,SETÚBAL,ALMADA,150312,0.000634
R1 - AM Lisboa,Setúbal,Palmela,R1 - AM Lisboa,LISBOA,AMADORA,111512,0.00036
R1 - AM Lisboa,Setúbal,Palmela,R1 - AM Lisboa,SETÚBAL,ALMADA,150315,0.000244
R1 - AM Lisboa,Setúbal,Palmela,R1 - AM Lisboa,SETÚBAL,ALMADA,150314,0.000244
R1 - AM Lisboa,Setúbal,Palmela,R2 - AM Porto,PORTO,PORTO,131216,0.000204
R1 - AM Lisboa,Setúbal,Palmela,R1 - AM Lisboa,LISBOA,LOURES,110731,0.000136
R1 - AM Lisboa,Setúbal,Palmela,R1 - AM Lisboa,LISBOA,LISBOA,110607,0.000086
R1 - AM Lisboa,Setúbal,Palmela,R2 - AM Porto,PORTO,PORTO,131218,0.000072
R1 - AM Lisboa,Setúbal,Palmela,R1 - AM Lisboa,SETÚBAL,ALMADA,150313,0.000071
R1 - AM Lisboa,Setúbal,Palmela,R1 - AM Lisboa,LISBOA,AMADORA,111514,0.000063
R1 - AM Lisboa,Setúbal,Palmela,R1 - AM Lisboa,LISBOA,AMADORA,111515,0.000053
R1 - AM Lisboa,Setúbal,Palmela,R1 - AM Lisboa,SETÚBAL,SEIXAL,151005,0.000051
R1 - AM Lisboa,Setúbal,Palmela,R2 - AM Porto,PORTO,MATOSINHOS,130812,0.000035
R1 - AM Lisboa,Setúbal,Palmela,R1 - AM Lisboa,LISBOA,OEIRAS,111013,0.000023
R1 - AM Lisboa,Setúbal,Palmela,R1 - AM Lisboa,LISBOA,AMADORA,111517,0.000023
R1 - AM Lisboa,Setúbal,Palmela,R1 - AM Lisboa,LISBOA,AMADORA,111513,0.000023
R1 - AM Lisboa,Setúbal,Palmela,R2 - AM Porto,PORTO,PORTO,131217,0.000019
R1 - AM Lisboa,Setúbal,Palmela,R2 - AM Porto,PORTO,PORTO,131202,0.000018
R1 - AM Lisboa,Setúbal,Palmela,R1 - AM Lisboa,LISBOA,LOURES,110730,0.000007
R1 - AM Lisboa,Setúbal,Palmela,R1 - AM Lisboa,LISBOA,ODIVELAS,111603,0.000007
R1 - AM Lisboa,Setúbal,Palmela,R1 - AM Lisboa,LISBOA,ODIVELAS,111609,0.000007
R1 - AM Lisboa,Setúbal,Palmela,R1 - AM Lisboa,LISBOA,LOURES,110707,0.000007
R1 - AM Lisboa,Setúbal,Palmela,R1 - AM Lisboa,LISBOA,ODIVELAS,111610,0.000007
R1 - AM Lisboa,Setúbal,Palmela,R2 - AM Porto,PORTO,PORTO,131203,0.000001
R1 - AM Lisboa,Setúbal,Palmela,R2 - AM Porto,PORTO,MAIA,130601,0.000001
R1 - AM Lisboa,Setúbal,Seixal,R1 - AM Lisboa,LISBOA,LISBOA,110639,0.19751
R1 - AM Lisboa,Setúbal,Seixal,R1 - AM Lisboa,LISBOA,LISBOA,110610,0.113524
R1 - AM Lisboa,Setúbal,Seixal,R1 - AM Lisboa,LISBOA,LISBOA,110654,0.108018
R1 - AM Lisboa,Setúbal,Seixal,R1 - AM Lisboa,LISBOA,LISBOA,110660,0.090492
R1 - AM Lisboa,Setúbal,Seixal,R1 - AM Lisboa,LISBOA,LISBOA,110666,0.068947
R1 - AM Lisboa,Setúbal,Seixal,R1 - AM Lisboa,LISBOA,LISBOA,110656,0.053725
R1 - AM Lisboa,Setúbal,Seixal,R1 - AM Lisboa,LISBOA,LISBOA,110659,0.048959
R1 - AM Lisboa,Setúbal,Seixal,R1 - AM Lisboa,LISBOA,LISBOA,110608,0.048219
R1 - AM Lisboa,Setúbal,Seixal,R1 - AM Lisboa,LISBOA,LISBOA,110661,0.04076
R1 - AM Lisboa,Setúbal,Seixal,R1 - AM Lisboa,LISBOA,LISBOA,110657,0.039763
R1 - AM Lisboa,Setúbal,Seixal,R1 - AM Lisboa,LISBOA,LISBOA,110602,0.032236
R1 - AM Lisboa,Setúbal,Seixal,R1 - AM Lisboa,LISBOA,LISBOA,110655,0.022457
R1 - AM Lisboa,Setúbal,Seixal,R1 - AM Lisboa,LISBOA,LISBOA,110665,0.021845
R1 - AM Lisboa,Setúbal,Seixal,R1 - AM Lisboa,LISBOA,LISBOA,110621,0.019252
R1 - AM Lisboa,Setúbal,Seixal,R1 - AM Lisboa,LISBOA,LISBOA,110633,0.016615
R1 - AM Lisboa,Setúbal,Seixal,R1 - AM Lisboa,LISBOA,LISBOA,110663,0.014045
R1 - AM Lisboa,Setúbal,Seixal,R1 - AM Lisboa,LISBOA,LISBOA,110662,0.012846
R1 - AM Lisboa,Setúbal,Seixal,R1 - AM Lisboa,LISBOA,LISBOA,110658,0.01275
R1 - AM Lisboa,Setúbal,Seixal,R1 - AM Lisboa,LISBOA,LISBOA,110618,0.010648
R1 - AM Lisboa,Setúbal,Seixal,R1 - AM Lisboa,LISBOA,LISBOA,110611,0.006637
R1 - AM Lisboa,Setúbal,Seixal,R1 - AM Lisboa,LISBOA,LISBOA,110667,0.006195
R1 - AM Lisboa,Setúbal,Seixal,R1 - AM Lisboa,SETÚBAL,ALMADA,150312,0.003005
R1 - AM Lisboa,Setúbal,Seixal,R1 - AM Lisboa,LISBOA,LISBOA,110607,0.002592
R1 - AM Lisboa,Setúbal,Seixal,R1 - AM Lisboa,LISBOA,LISBOA,110601,0.001876
R1 - AM Lisboa,Setúbal,Seixal,R1 - AM Lisboa,SETÚBAL,ALMADA,150314,0.000893
R1 - AM Lisboa,Setúbal,Seixal,R1 - AM Lisboa,SETÚBAL,ALMADA,150315,0.000893
R1 - AM Lisboa,Setúbal,Seixal,R1 - AM Lisboa,LISBOA,OEIRAS,111012,0.000885
R1 - AM Lisboa,Setúbal,Seixal,R1 - AM Lisboa,LISBOA,AMADORA,111513,0.000863
R1 - AM Lisboa,Setúbal,Seixal,R1 - AM Lisboa,LISBOA,AMADORA,111512,0.000581
R1 - AM Lisboa,Setúbal,Seixal,R1 - AM Lisboa,LISBOA,LOURES,110726,0.000555
R1 - AM Lisboa,Setúbal,Seixal,R1 - AM Lisboa,LISBOA,LISBOA,110664,0.000363
R1 - AM Lisboa,Setúbal,Seixal,R2 - AM Porto,PORTO,PORTO,131210,0.000252
R1 - AM Lisboa,Setúbal,Seixal,R1 - AM Lisboa,SETÚBAL,ALMADA,150313,0.000246
R1 - AM Lisboa,Setúbal,Seixal,R2 - AM Porto,PORTO,PORTO,131217,0.000183
R1 - AM Lisboa,Setúbal,Seixal,R2 - AM Porto,PORTO,PORTO,131218,0.000183
R1 - AM Lisboa,Setúbal,Seixal,R1 - AM Lisboa,LISBOA,ODIVELAS,111608,0.000173
R1 - AM Lisboa,Setúbal,Seixal,R1 - AM Lisboa,SETÚBAL,SEIXAL,151005,0.000166
R1 - AM Lisboa,Setúbal,Seixal,R1 - AM Lisboa,LISBOA,AMADORA,111515,0.000151
R1 - AM Lisboa,Setúbal,Seixal,R1 - AM Lisboa,LISBOA,ODIVELAS,111603,0.000137
R1 - AM Lisboa,Setúbal,Seixal,R1 - AM Lisboa,LISBOA,LOURES,110727,0.000113
R1 - AM Lisboa,Setúbal,Seixal,R1 - AM Lisboa,LISBOA,OEIRAS,111013,0.000112
R1 - AM Lisboa,Setúbal,Seixal,R2 - AM Porto,PORTO,PORTO,131203,0.000069
R1 - AM Lisboa,Setúbal,Seixal,R2 - AM Porto,PORTO,PORTO,131202,0.000036
R1 - AM Lisboa,Setúbal,Seixal,R1 - AM Lisboa,LISBOA,AMADORA,111514,0.000036
R1 - AM Lisboa,Setúbal,Seixal,R2 - AM Porto,PORTO,GONDOMAR,130408,0.000028
R1 - AM Lisboa,Setúbal,Seixal,R1 - AM Lisboa,LISBOA,AMADORA,111517,0.000021
R1 - AM Lisboa,Setúbal,Seixal,R2 - AM Porto,PORTO,PORTO,131216,0.00002
R1 - AM Lisboa,Setúbal,Seixal,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,131730,0.000018
R1 - AM Lisboa,Setúbal,Seixal,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,131727,0.000016
R1 - AM Lisboa,Setúbal,Seixal,R2 - AM Porto,PORTO,VALONGO,131503,0.00001
R1 - AM Lisboa,Setúbal,Seixal,R1 - AM Lisboa,LISBOA,ODIVELAS,111609,0.00001
R1 - AM Lisboa,Setúbal,Seixal,R1 - AM Lisboa,LISBOA,LOURES,110728,0.000009
R1 - AM Lisboa,Setúbal,Seixal,R1 - AM Lisboa,LISBOA,ODIVELAS,111610,0.000008
R1 - AM Lisboa,Setúbal,Seixal,R2 - AM Porto,PORTO,MAIA,130601,0.000007
R1 - AM Lisboa,Setúbal,Seixal,R2 - AM Porto,PORTO,MATOSINHOS,130811,0.000007
R1 - AM Lisboa,Setúbal,Seixal,R2 - AM Porto,PORTO,MATOSINHOS,130814,0.000006
R1 - AM Lisboa,Setúbal,Seixal,R1 - AM Lisboa,LISBOA,LOURES,110731,0.000003
R1 - AM Lisboa,Setúbal,Seixal,R2 - AM Porto,PORTO,MAIA,130619,0.000003
R1 - AM Lisboa,Setúbal,Seixal,R2 - AM Porto,PORTO,MAIA,130609,0.000003
R1 - AM Lisboa,Setúbal,Seixal,R2 - AM Porto,PORTO,MATOSINHOS,130812,0.000002
R1 - AM Lisboa,Setúbal,Seixal,R2 - AM Porto,PORTO,PORTO,131211,0.000002
R1 - AM Lisboa,Setúbal,Seixal,R1 - AM Lisboa,LISBOA,OEIRAS,111002,0.000002
R1 - AM Lisboa,Setúbal,Seixal,R1 - AM Lisboa,LISBOA,AMADORA,111516,0.000002
R1 - AM Lisboa,Setúbal,Seixal,R1 - AM Lisboa,LISBOA,SINTRA,111126,0.000002
R1 - AM Lisboa,Setúbal,Seixal,R1 - AM Lisboa,LISBOA,LOURES,110730,0.000002
R1 - AM Lisboa,Setúbal,Seixal,R1 - AM Lisboa,LISBOA,LOURES,110707,0.000002
R1 - AM Lisboa,Setúbal,Seixal,R2 - AM Porto,PORTO,MATOSINHOS,130813,0.000002
R1 - AM Lisboa,Setúbal,Seixal,R2 - AM Porto,PORTO,GONDOMAR,130415,0.000002
R1 - AM Lisboa,Setúbal,Seixal,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,131726,0.000002
R1 - AM Lisboa,Setúbal,Seixal,R2 - AM Porto,PORTO,GONDOMAR,130412,0.000002
R1 - AM Lisboa,Setúbal,Seixal,R2 - AM Porto,PORTO,MAIA,130620,0.000001
R1 - AM Lisboa,Setúbal,Seixal,R2 - AM Porto,PORTO,MAIA,130618,0.000001
R1 - AM Lisboa,Setúbal,Seixal,R2 - AM Porto,PORTO,MAIA,130603,0.000001
R1 - AM Lisboa,Setúbal,Seixal,R2 - AM Porto,PORTO,VALONGO,131505,0.000001
R1 - AM Lisboa,Setúbal,Seixal,R2 - AM Porto,PORTO,SANTO TIRSO,131402,0
R1 - AM Lisboa,Setúbal,Seixal,R2 - AM Porto,PORTO,VALONGO,131501,0
R1 - AM Lisboa,Setúbal,Seixal,R2 - AM Porto,PORTO,MAIA,130608,0
R1 - AM Lisboa,Setúbal,Seixal,R2 - AM Porto,PORTO,MAIA,130616,0
R1 - AM Lisboa,Setúbal,Seixal,R2 - AM Porto,PORTO,GONDOMAR,130413,0
R1 - AM Lisboa,Setúbal,Seixal,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,131704,0
R1 - AM Lisboa,Setúbal,Seixal,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,131709,0
R1 - AM Lisboa,Setúbal,Seixal,R2 - AM Porto,PORTO,VALONGO,131506,0
R1 - AM Lisboa,Setúbal,Seixal,R2 - AM Porto,PORTO,MAIA,130617,0
R1 - AM Lisboa,Setúbal,Sesimbra,R1 - AM Lisboa,LISBOA,LISBOA,110658,0.187554
R1 - AM Lisboa,Setúbal,Sesimbra,R1 - AM Lisboa,LISBOA,LISBOA,110666,0.125825
R1 - AM Lisboa,Setúbal,Sesimbra,R1 - AM Lisboa,LISBOA,LISBOA,110602,0.116094
R1 - AM Lisboa,Setúbal,Sesimbra,R1 - AM Lisboa,LISBOA,LISBOA,110610,0.099162
R1 - AM Lisboa,Setúbal,Sesimbra,R1 - AM Lisboa,LISBOA,LISBOA,110601,0.080529
R1 - AM Lisboa,Setúbal,Sesimbra,R1 - AM Lisboa,LISBOA,LISBOA,110660,0.060694
R1 - AM Lisboa,Setúbal,Sesimbra,R1 - AM Lisboa,LISBOA,LISBOA,110659,0.060559
R1 - AM Lisboa,Setúbal,Sesimbra,R1 - AM Lisboa,LISBOA,LISBOA,110665,0.040206
R1 - AM Lisboa,Setúbal,Sesimbra,R1 - AM Lisboa,LISBOA,LISBOA,110654,0.036552
R1 - AM Lisboa,Setúbal,Sesimbra,R1 - AM Lisboa,LISBOA,LISBOA,110657,0.030243
R1 - AM Lisboa,Setúbal,Sesimbra,R1 - AM Lisboa,LISBOA,LISBOA,110633,0.029593
R1 - AM Lisboa,Setúbal,Sesimbra,R1 - AM Lisboa,LISBOA,LISBOA,110639,0.024302
R1 - AM Lisboa,Setúbal,Sesimbra,R1 - AM Lisboa,LISBOA,LISBOA,110618,0.021222
R1 - AM Lisboa,Setúbal,Sesimbra,R1 - AM Lisboa,LISBOA,LISBOA,110662,0.018594
R1 - AM Lisboa,Setúbal,Sesimbra,R1 - AM Lisboa,LISBOA,LISBOA,110656,0.013324
R1 - AM Lisboa,Setúbal,Sesimbra,R1 - AM Lisboa,LISBOA,LISBOA,110608,0.012814
R1 - AM Lisboa,Setúbal,Sesimbra,R1 - AM Lisboa,LISBOA,LISBOA,110655,0.007632
R1 - AM Lisboa,Setúbal,Sesimbra,R1 - AM Lisboa,LISBOA,LISBOA,110661,0.00625
R1 - AM Lisboa,Setúbal,Sesimbra,R1 - AM Lisboa,LISBOA,LISBOA,110621,0.005485
R1 - AM Lisboa,Setúbal,Sesimbra,R1 - AM Lisboa,LISBOA,LISBOA,110611,0.004914
R1 - AM Lisboa,Setúbal,Sesimbra,R1 - AM Lisboa,LISBOA,LISBOA,110607,0.00356
R1 - AM Lisboa,Setúbal,Sesimbra,R1 - AM Lisboa,SETÚBAL,ALMADA,150312,0.002931
R1 - AM Lisboa,Setúbal,Sesimbra,R1 - AM Lisboa,LISBOA,LISBOA,110663,0.002463
R1 - AM Lisboa,Setúbal,Sesimbra,R1 - AM Lisboa,SETÚBAL,ALMADA,150315,0.001921
R1 - AM Lisboa,Setúbal,Sesimbra,R1 - AM Lisboa,SETÚBAL,ALMADA,150314,0.001921
R1 - AM Lisboa,Setúbal,Sesimbra,R1 - AM Lisboa,LISBOA,LISBOA,110667,0.00126
R1 - AM Lisboa,Setúbal,Sesimbra,R1 - AM Lisboa,LISBOA,AMADORA,111512,0.000783
R1 - AM Lisboa,Setúbal,Sesimbra,R1 - AM Lisboa,SETÚBAL,ALMADA,150313,0.000627
R1 - AM Lisboa,Setúbal,Sesimbra,R1 - AM Lisboa,LISBOA,LOURES,110726,0.000617
R1 - AM Lisboa,Setúbal,Sesimbra,R2 - AM Porto,PORTO,PORTO,131217,0.000546
R1 - AM Lisboa,Setúbal,Sesimbra,R2 - AM Porto,PORTO,PORTO,131210,0.000394
R1 - AM Lisboa,Setúbal,Sesimbra,R1 - AM Lisboa,LISBOA,OEIRAS,111012,0.000392
R1 - AM Lisboa,Setúbal,Sesimbra,R1 - AM Lisboa,SETÚBAL,SEIXAL,151005,0.000307
R1 - AM Lisboa,Setúbal,Sesimbra,R1 - AM Lisboa,LISBOA,ODIVELAS,111603,0.000134
R1 - AM Lisboa,Setúbal,Sesimbra,R1 - AM Lisboa,LISBOA,LISBOA,110664,0.00013
R1 - AM Lisboa,Setúbal,Sesimbra,R2 - AM Porto,PORTO,PORTO,131211,0.000098
R1 - AM Lisboa,Setúbal,Sesimbra,R1 - AM Lisboa,LISBOA,OEIRAS,111013,0.000071
R1 - AM Lisboa,Setúbal,Sesimbra,R1 - AM Lisboa,LISBOA,AMADORA,111517,0.000071
R1 - AM Lisboa,Setúbal,Sesimbra,R1 - AM Lisboa,LISBOA,AMADORA,111513,0.000071
R1 - AM Lisboa,Setúbal,Sesimbra,R1 - AM Lisboa,LISBOA,ODIVELAS,111608,0.000059
R1 - AM Lisboa,Setúbal,Sesimbra,R1 - AM Lisboa,LISBOA,LOURES,110727,0.000058
R1 - AM Lisboa,Setúbal,Sesimbra,R1 - AM Lisboa,LISBOA,ODIVELAS,111609,0.000021
R1 - AM Lisboa,Setúbal,Sesimbra,R2 - AM Porto,PORTO,PORTO,131216,0.000012
R1 - AM Lisboa,Setúbal,Sesimbra,R1 - AM Lisboa,LISBOA,ODIVELAS,111610,0.000005
R1 - AM Lisboa,Setúbal,Setúbal,R1 - AM Lisboa,LISBOA,LISBOA,110660,0.125811
R1 - AM Lisboa,Setúbal,Setúbal,R1 - AM Lisboa,LISBOA,LISBOA,110654,0.090242
R1 - AM Lisboa,Setúbal,Setúbal,R1 - AM Lisboa,LISBOA,LISBOA,110658,0.088904
R1 - AM Lisboa,Setúbal,Setúbal,R1 - AM Lisboa,LISBOA,LISBOA,110659,0.066261
R1 - AM Lisboa,Setúbal,Setúbal,R1 - AM Lisboa,LISBOA,LISBOA,110666,0.064895
R1 - AM Lisboa,Setúbal,Setúbal,R1 - AM Lisboa,LISBOA,LISBOA,110661,0.062193
R1 - AM Lisboa,Setúbal,Setúbal,R1 - AM Lisboa,LISBOA,LISBOA,110610,0.060358
R1 - AM Lisboa,Setúbal,Setúbal,R1 - AM Lisboa,LISBOA,LISBOA,110602,0.057095
R1 - AM Lisboa,Setúbal,Setúbal,R1 - AM Lisboa,LISBOA,LISBOA,110656,0.056198
R1 - AM Lisboa,Setúbal,Setúbal,R1 - AM Lisboa,LISBOA,LISBOA,110657,0.048691
R1 - AM Lisboa,Setúbal,Setúbal,R1 - AM Lisboa,LISBOA,LISBOA,110639,0.045162
R1 - AM Lisboa,Setúbal,Setúbal,R1 - AM Lisboa,LISBOA,LISBOA,110633,0.044237
R1 - AM Lisboa,Setúbal,Setúbal,R1 - AM Lisboa,LISBOA,LISBOA,110608,0.031131
R1 - AM Lisboa,Setúbal,Setúbal,R1 - AM Lisboa,LISBOA,LISBOA,110665,0.026105
R1 - AM Lisboa,Setúbal,Setúbal,R1 - AM Lisboa,LISBOA,LISBOA,110662,0.02019
R1 - AM Lisboa,Setúbal,Setúbal,R1 - AM Lisboa,LISBOA,LISBOA,110618,0.019878
R1 - AM Lisboa,Setúbal,Setúbal,R1 - AM Lisboa,LISBOA,LISBOA,110655,0.019529
R1 - AM Lisboa,Setúbal,Setúbal,R1 - AM Lisboa,LISBOA,LISBOA,110663,0.014539
R1 - AM Lisboa,Setúbal,Setúbal,R1 - AM Lisboa,LISBOA,OEIRAS,111012,0.01322
R1 - AM Lisboa,Setúbal,Setúbal,R1 - AM Lisboa,LISBOA,LISBOA,110621,0.010859
R1 - AM Lisboa,Setúbal,Setúbal,R1 - AM Lisboa,LISBOA,LISBOA,110667,0.010458
R1 - AM Lisboa,Setúbal,Setúbal,R1 - AM Lisboa,LISBOA,LISBOA,110611,0.008731
R1 - AM Lisboa,Setúbal,Setúbal,R1 - AM Lisboa,LISBOA,LISBOA,110601,0.005529
R1 - AM Lisboa,Setúbal,Setúbal,R1 - AM Lisboa,LISBOA,LISBOA,110607,0.002553
R1 - AM Lisboa,Setúbal,Setúbal,R1 - AM Lisboa,LISBOA,LOURES,110726,0.002297
R1 - AM Lisboa,Setúbal,Setúbal,R1 - AM Lisboa,LISBOA,LISBOA,110664,0.0015
R1 - AM Lisboa,Setúbal,Setúbal,R1 - AM Lisboa,LISBOA,AMADORA,111512,0.001312
R1 - AM Lisboa,Setúbal,Setúbal,R1 - AM Lisboa,LISBOA,AMADORA,111513,0.000443
R1 - AM Lisboa,Setúbal,Setúbal,R1 - AM Lisboa,LISBOA,LOURES,110727,0.000354
R1 - AM Lisboa,Setúbal,Setúbal,R1 - AM Lisboa,LISBOA,OEIRAS,111013,0.000323
R1 - AM Lisboa,Setúbal,Setúbal,R1 - AM Lisboa,LISBOA,ODIVELAS,111603,0.000264
R1 - AM Lisboa,Setúbal,Setúbal,R1 - AM Lisboa,LISBOA,ODIVELAS,111608,0.000175
R1 - AM Lisboa,Setúbal,Setúbal,R1 - AM Lisboa,SETÚBAL,ALMADA,150312,0.000169
R1 - AM Lisboa,Setúbal,Setúbal,R1 - AM Lisboa,SETÚBAL,ALMADA,150314,0.000075
R1 - AM Lisboa,Setúbal,Setúbal,R1 - AM Lisboa,SETÚBAL,ALMADA,150315,0.000075
R1 - AM Lisboa,Setúbal,Setúbal,R1 - AM Lisboa,LISBOA,AMADORA,111515,0.000071
R1 - AM Lisboa,Setúbal,Setúbal,R1 - AM Lisboa,LISBOA,AMADORA,111517,0.000038
R1 - AM Lisboa,Setúbal,Setúbal,R1 - AM Lisboa,LISBOA,ODIVELAS,111609,0.000038
R1 - AM Lisboa,Setúbal,Setúbal,R1 - AM Lisboa,SETÚBAL,ALMADA,150313,0.000023
R1 - AM Lisboa,Setúbal,Setúbal,R1 - AM Lisboa,LISBOA,ODIVELAS,111610,0.000019
R1 - AM Lisboa,Setúbal,Setúbal,R1 - AM Lisboa,SETÚBAL,SEIXAL,151005,0.000015
R1 - AM Lisboa,Setúbal,Setúbal,R2 - AM Porto,PORTO,PORTO,131218,0.00001
R1 - AM Lisboa,Setúbal,Setúbal,R1 - AM Lisboa,LISBOA,AMADORA,111514,0.000008
R1 - AM Lisboa,Setúbal,Setúbal,R1 - AM Lisboa,LISBOA,LOURES,110707,0.000005
R1 - AM Lisboa,Setúbal,Setúbal,R1 - AM Lisboa,LISBOA,LOURES,110730,0.000005
R1 - AM Lisboa,Setúbal,Setúbal,R1 - AM Lisboa,LISBOA,LOURES,110731,0.000005
R1 - AM Lisboa,Setúbal,Setúbal,R1 - AM Lisboa,LISBOA,LOURES,110728,0.000005
R1 - AM Lisboa,Setúbal,Setúbal,R2 - AM Porto,PORTO,PORTO,131216,0.000002
R1 - AM Lisboa,Setúbal,Setúbal,R1 - AM Lisboa,LISBOA,OEIRAS,111002,0.000001
R1 - AM Lisboa,Setúbal,Setúbal,R2 - AM Porto,PORTO,PORTO,131203,0.000001
R1 - AM Lisboa,Setúbal,Setúbal,R2 - AM Porto,PORTO,PORTO,131217,0
R1 - AM Lisboa,Setúbal,Setúbal,R2 - AM Porto,PORTO,MATOSINHOS,130814,0
R2 - AM Porto,Aveiro,Espinho,R2 - AM Porto,PORTO,PORTO,131218,0.439698
R2 - AM Porto,Aveiro,Espinho,R2 - AM Porto,PORTO,PORTO,131217,0.367663
R2 - AM Porto,Aveiro,Espinho,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,131730,0.087938
R2 - AM Porto,Aveiro,Espinho,R2 - AM Porto,PORTO,PORTO,131216,0.042441
R2 - AM Porto,Aveiro,Espinho,R2 - AM Porto,PORTO,MATOSINHOS,130812,0.014908
R2 - AM Porto,Aveiro,Espinho,R2 - AM Porto,PORTO,MATOSINHOS,130811,0.008064
R2 - AM Porto,Aveiro,Espinho,R1 - AM Lisboa,LISBOA,LISBOA,110608,0.006784
R2 - AM Porto,Aveiro,Espinho,R1 - AM Lisboa,LISBOA,LISBOA,110658,0.005491
R2 - AM Porto,Aveiro,Espinho,R2 - AM Porto,PORTO,MATOSINHOS,130813,0.003697
R2 - AM Porto,Aveiro,Espinho,R2 - AM Porto,PORTO,PORTO,131210,0.003549
R2 - AM Porto,Aveiro,Espinho,R1 - AM Lisboa,LISBOA,LISBOA,110610,0.003389
R2 - AM Porto,Aveiro,Espinho,R1 - AM Lisboa,LISBOA,LISBOA,110659,0.002214
R2 - AM Porto,Aveiro,Espinho,R2 - AM Porto,PORTO,MATOSINHOS,130814,0.002189
R2 - AM Porto,Aveiro,Espinho,R1 - AM Lisboa,LISBOA,LISBOA,110639,0.002162
R2 - AM Porto,Aveiro,Espinho,R2 - AM Porto,PORTO,PORTO,131203,0.001927
